"","LR__H9_CRX_ROs_D45","LR__EP1_WT_ROs_D45","SR__D0_1","SR__D0_2","SR__D0_3","SR__D10_3","SR__D10_4","SR__D10_5","SR__D10_6","SR__D25_1","SR__D25_2","SR__D25_3","SR__D25_4"
"ENSG00000023191",670.99999,703,2526,1923,1741,1735,1417,1912,1986,2706,3004,2123,2472
"ENSG00000023228",1793.99999,1495.99999,3015,2936,2508,2239,1659,2018,2068,2865,2776,2523,2761
"ENSG00000023287",1341,1675,1938,2167,1830,2490,1208,1960,2045,1750,1631,1683,1690
"ENSG00000023318",725,900,1670,1520,1331,1253,1121,985,1125,1489,1361,1374,1219
"ENSG00000023330",360,373,1465,1292,1172,1432,1256,1173,1451,1653,1707,1296,1408
"ENSG00000023516",663,795,235,270,216,391,232,298,338,410,503,376,409
"ENSG00000023572",175,132.99999,310,374,302,346,179,248,270,479,355,387,523
"ENSG00000023608",521,387,559,523,429,787,886,595,566,558,478,599,516
"ENSG00000023697",681.00001,727,801,691,603,1964,2200,1598,1704,1461,1375,1542,1361
"ENSG00000023734",1918,2327,7891,7538,6548,8812,7655,7157,7303,8480,7868,7892,8359
"ENSG00000023892",31,34,255,260,260,80,44,54,66,26,38,28,31
"ENSG00000023902",935,1002.00001,247,228,213,514,669,621,509,570,636,498,636
"ENSG00000023909",239,216,86,41,54,32,40,40,30,169,87,93,187
"ENSG00000024048",990,1081,632,852,677,1114,474,856,957,849,976,826,796
"ENSG00000024422",62,68,769,696,658,1348,783,1428,1743,171,242,160,178
"ENSG00000024526",454,530,1349,1402,1152,2184,1208,1755,1897,1171,814,1066,1135
"ENSG00000024862",129,188,215,205,220,518,485,448,421,305,266,272,293
"ENSG00000025039",447,321,260,260,254,564,317,497,514,354,318,298,381
"ENSG00000025156",688,881,588,548,499,1752,1547,1372,1354,2254,2055,2104,2015
"ENSG00000025293",611,875.99999,2486,2185,1989,3013,1917,2889,3019,1768,1735,1403,1625
"ENSG00000025423",21,26,126,102,98,69,81,59,90,80,65,64,78
"ENSG00000025434",117.00001,136.00001,454,308,314,399,454,374,371,241,225,196,208
"ENSG00000025708",117,87,27,23,15,36,36,42,65,34,62,35,25
"ENSG00000025770",593.99999,677,2000,1358,1195,1628,1551,1584,1708,2635,2652,2108,2521
"ENSG00000025772",528,446,2353,2251,1746,2013,1595,1946,2248,2260,1904,1752,2007
"ENSG00000025796",1444,1635,2139,2024,1699,2320,1345,1701,2051,2657,2453,2121,2477
"ENSG00000025800",862,923,4437,4423,3517,4426,2469,4409,4587,3412,3546,2717,3424
"ENSG00000026025",22315.99999,19192.00001,3106,2886,2752,9993,8681,10464,10475,32650,31769,28439,30881
"ENSG00000026036",55,52,108,54,69,27,8,53,26,80,95,89,129
"ENSG00000026103",38.99999,69,216,229,186,181,154,135,154,99,106,97,96
"ENSG00000026297",235.99999,186.99999,664,615,568,566,543,581,539,382,407,401,387
"ENSG00000026508",141.99999,92,125,89,105,43,36,27,19,53,51,53,19
"ENSG00000026559",23,14,238,252,367,363,274,340,295,150,123,110,256
"ENSG00000026652",1123,1177.00001,850,752,711,1518,978,1235,1252,2024,2482,1841,1585
"ENSG00000026950",60,62,138,113,126,130,125,69,90,193,171,171,139
"ENSG00000027001",217,243,1085,978,819,754,802,599,638,955,675,719,808
"ENSG00000027075",38,13,708,690,649,66,31,40,65,33,57,27,25
"ENSG00000027697",376,386.99999,760,776,638,937,834,715,832,1060,1044,1262,1217
"ENSG00000027847",244,691,742,573,578,660,700,652,564,621,569,610,792
"ENSG00000027869",16,35.00001,56,64,61,17,28,29,39,12,8,12,6
"ENSG00000028116",547.00001,983.99999,406,339,371,496,353,389,388,158,130,153,168
"ENSG00000028137",277,346,82,95,105,45,37,48,38,119,78,115,225
"ENSG00000028203",1543.99999,2303,1129,1187,849,1773,1116,1274,1497,2206,2126,1828,1905
"ENSG00000028277",447.00001,423.99999,86,54,64,76,57,75,64,289,470,264,328
"ENSG00000028310",652.00001,523,409,370,376,458,476,541,470,455,420,338,603
"ENSG00000028528",1798.00001,1239,1121,979,940,1418,1219,1196,1340,2009,2158,1666,1711
"ENSG00000028839",643,748,741,749,545,1157,1506,814,836,964,905,1098,997
"ENSG00000029153",153,164.00001,56,40,55,38,40,37,31,43,32,30,43
"ENSG00000029363",2469,3420.99999,6305,6201,5245,5930,3128,5616,5780,7431,6472,5925,6917
"ENSG00000029364",674.99999,1006,1184,1320,1066,1543,862,1197,1266,2280,2190,2147,2032
"ENSG00000029534",208,362,869,892,723,54,31,40,43,44,55,33,63
"ENSG00000029639",228,349,994,888,820,834,1071,771,820,512,540,480,445
"ENSG00000029725",1025,1283,594,767,805,1132,719,1155,937,1623,1401,1495,2145
"ENSG00000029993",1686,2024,7601,7290,6090,5059,4105,4466,4727,5904,5222,4660,5517
"ENSG00000030066",1113,1545,5482,6075,4699,6340,3003,5632,5983,5737,4949,4658,5169
"ENSG00000030110",137,132,2727,2168,1799,1960,1750,1785,2092,1375,1444,1346,1434
"ENSG00000030419",241,255,14,19,16,221,89,158,150,150,185,190,153
"ENSG00000030582",1024.99999,708.00001,5757,4600,4133,4235,3097,3957,4988,2592,3579,2629,2644
"ENSG00000031003",1756,2125.99999,258,250,214,670,319,548,586,747,709,703,650
"ENSG00000031081",39,26,137,113,124,195,87,219,128,90,77,62,141
"ENSG00000031691",271,286,239,237,218,624,612,434,518,415,292,401,402
"ENSG00000031698",1142.99999,1123,4378,3604,3448,6025,6354,5257,5701,7618,8260,7014,7580
"ENSG00000031823",798,820,482,374,329,489,338,548,590,520,627,440,555
"ENSG00000032219",1033.00001,1613,294,295,296,503,272,458,458,851,778,626,686
"ENSG00000032389",450,448.99999,858,728,551,948,1065,894,901,1050,1050,958,906
"ENSG00000032444",403,225,1026,1059,911,789,451,885,957,511,610,501,568
"ENSG00000032742",643.99999,692,117,174,121,402,249,328,355,734,635,644,673
"ENSG00000033011",221.00001,224.99999,1781,1599,1351,960,774,864,1052,887,890,700,729
"ENSG00000033030",287,355,509,489,395,791,478,639,645,749,716,669,685
"ENSG00000033050",376,332,1650,1399,1201,1590,1284,1423,1650,1370,1569,1400,1732
"ENSG00000033100",229.99999,185.99999,321,317,326,466,224,506,516,550,632,445,616
"ENSG00000033122",69,79,25,16,27,38,27,30,40,40,68,42,27
"ENSG00000033170",411,548,605,578,472,2683,1855,1845,2148,1082,1131,1040,1018
"ENSG00000033178",747,866,1112,1190,999,1658,745,1243,1298,1438,1286,1253,1328
"ENSG00000033327",444,587,107,116,105,324,236,342,311,554,560,344,539
"ENSG00000033627",962,964.99999,1883,1815,1504,2422,1289,2086,2312,3082,3657,2669,2585
"ENSG00000033800",1387,1350,2194,2281,1774,5292,3120,4497,5006,5355,5771,4791,5248
"ENSG00000033867",3102.00002,3950,738,664,560,539,289,390,373,456,422,406,474
"ENSG00000034053",781.00001,1117.99999,270,264,266,1135,887,1334,1233,1581,1709,1193,1513
"ENSG00000034152",208.99999,164,306,270,381,323,397,451,291,230,163,172,530
"ENSG00000034239",13,57.00001,3,3,4,11,27,12,6,110,78,104,159
"ENSG00000034510",20133,20716,4745,3751,4253,7527,11941,7023,6472,7358,7992,7016,6985
"ENSG00000034533",65,87,289,237,212,273,279,273,288,98,85,76,62
"ENSG00000034677",526,523,327,292,255,625,333,439,478,711,747,604,641
"ENSG00000034693",256,512,671,697,544,733,813,590,650,552,485,584,499
"ENSG00000034713",1621.99999,1723,1761,1644,1508,1918,2404,1541,1540,3243,3379,3520,3085
"ENSG00000035115",278,550,327,253,239,178,124,157,183,438,448,420,486
"ENSG00000035141",866,890,3467,3247,2805,3234,2646,2923,3047,2374,2061,1875,2397
"ENSG00000035403",987,924,18399,19004,15909,8796,4358,7042,7702,4258,4320,3825,4353
"ENSG00000035499",752,962,1696,1659,1489,2578,2935,1934,2036,2572,2093,2699,2286
"ENSG00000035664",115.99999,34,35,20,15,32,40,47,25,25,35,25,42
"ENSG00000035681",676,900,537,574,515,633,428,484,638,400,401,401,503
"ENSG00000035687",875,904,1879,1820,1513,1778,1091,1461,1539,1093,935,920,936
"ENSG00000035862",1315,1009,183,156,147,217,187,205,175,524,500,395,480
"ENSG00000035928",1317,1568,1777,1560,1444,1944,1194,1744,1964,1939,1721,1466,1792
"ENSG00000036054",526.99999,577.99999,556,520,469,846,790,668,816,734,701,704,773
"ENSG00000036257",1924,1658,656,496,418,593,597,511,481,597,426,480,567
"ENSG00000036448",46,45,0,3,0,5,4,6,4,27,52,36,21
"ENSG00000036530",332,321,15,21,28,33,21,24,23,101,151,101,143
"ENSG00000036549",887,1169,1780,2007,1454,2286,1149,1849,1913,1929,1686,1794,1916
"ENSG00000036672",30,24,50,76,76,82,68,73,84,59,73,69,107
"ENSG00000037042",117,139,513,414,367,545,403,512,518,659,654,554,567
"ENSG00000037241",342,381,967,855,805,729,1020,818,749,857,935,883,934
"ENSG00000037280",85,56,172,133,126,322,204,291,348,262,252,196,270
"ENSG00000037474",373,422,3245,3593,3229,2486,1491,2415,2422,1598,1544,1433,1714
"ENSG00000037637",415,384,1592,1503,1173,2919,1864,2561,3102,3131,3425,2544,2745
"ENSG00000037749",356.00001,521.00001,787,801,615,1326,624,928,1022,1279,1187,1262,1200
"ENSG00000037757",221,349,412,377,406,323,296,304,363,445,441,472,446
"ENSG00000037897",94,99,745,596,553,611,678,654,611,395,358,345,484
"ENSG00000038002",219,162,170,132,141,138,126,96,119,312,284,360,366
"ENSG00000038210",177,204,146,211,205,246,190,229,198,217,152,203,276
"ENSG00000038219",1346,1510,838,681,635,875,457,835,797,689,808,560,530
"ENSG00000038274",789,1064.99999,2206,2031,1731,1847,1882,1519,1561,3777,3432,4192,3708
"ENSG00000038358",606,487,966,1069,1103,1393,983,1730,1634,2051,1867,1844,2702
"ENSG00000038382",5153.00001,3103.00001,181,109,155,211,144,220,181,293,360,250,242
"ENSG00000038427",1042,1747.99999,6034,6045,4689,6104,2660,5043,5515,5604,4999,3883,4026
"ENSG00000038532",811,736.99999,555,569,466,624,358,656,659,1298,1514,935,1007
"ENSG00000039123",964,1279,2739,3315,2530,3359,1696,2828,2886,2566,2204,1899,2474
"ENSG00000039139",43,40,46,26,28,27,18,18,19,68,42,54,64
"ENSG00000039319",711,1021,509,523,443,1088,567,968,1064,1240,1058,1063,1039
"ENSG00000039523",430.99999,361,147,134,112,397,279,431,451,1291,1279,881,1102
"ENSG00000039560",2695.99999,2661.99999,3821,3878,3218,1820,1072,1597,1609,3832,3757,3426,3678
"ENSG00000039650",379.00001,330.99999,1340,1010,984,1030,1086,1083,1226,716,782,579,661
"ENSG00000039987",21.99999,17,67,74,63,7,14,6,0,1,0,2,1
"ENSG00000040199",590,490,470,493,394,418,187,414,438,471,397,346,334
"ENSG00000040275",753,766,1323,1320,1261,1824,1133,1635,1623,1476,1167,1200,1381
"ENSG00000040341",1455,1941.00002,1433,1352,1284,1562,804,1107,1308,2264,2119,1976,2072
"ENSG00000040487",237.00001,254.99999,420,422,284,372,337,364,461,545,649,520,543
"ENSG00000040531",296,129,511,326,365,409,285,424,453,531,584,394,428
"ENSG00000040608",105,58,142,81,74,85,71,93,86,126,111,85,110
"ENSG00000040633",464,515,857,733,726,1327,1557,1340,1410,880,871,731,790
"ENSG00000040731",57,90,10,16,4,123,69,54,62,401,366,395,356
"ENSG00000040933",754,932.99999,323,232,220,228,243,224,206,278,280,280,272
"ENSG00000041357",2755.99999,3148.99999,7776,7088,6023,7029,8158,6261,6147,6893,6364,6920,7185
"ENSG00000041515",475,1558,2,0,2,4,4,2,0,81,75,63,108
"ENSG00000041802",457,435,1962,1899,1478,1728,1343,1822,1825,1661,1635,1245,1568
"ENSG00000041880",90,65,67,44,50,61,29,44,54,201,245,183,169
"ENSG00000041982",559,183.99999,96,154,110,5103,2189,4492,6399,939,821,558,1269
"ENSG00000041988",194,253,438,337,305,523,697,473,587,603,763,642,605
"ENSG00000042062",56,86,44,30,39,55,39,61,56,45,66,50,62
"ENSG00000042088",986,821.00001,1809,1705,1559,2149,1606,1869,2031,2198,1849,1738,2064
"ENSG00000042286",168,81,235,176,196,48,54,52,54,103,92,69,92
"ENSG00000042317",594.99999,940,211,210,174,444,408,272,386,505,559,537,475
"ENSG00000042429",608.00001,685,715,763,619,929,592,733,656,867,987,753,854
"ENSG00000042445",99,102,688,696,653,481,309,399,468,562,570,454,502
"ENSG00000042493",33,26,1598,1303,1139,571,755,570,480,95,77,68,65
"ENSG00000042753",1668.00001,1575,1779,1374,1460,1782,2906,1732,1653,1380,1297,1177,1250
"ENSG00000042781",109,57,15,6,0,10,2,6,5,14,40,25,6
"ENSG00000042980",65,20,17,14,24,212,81,133,126,1,8,2,5
"ENSG00000043093",842,603.00001,935,1049,846,1242,797,933,957,899,821,905,953
"ENSG00000043143",74.99999,34.00001,383,283,269,89,87,102,84,25,30,24,10
"ENSG00000043355",1017,1413,590,590,496,1029,679,990,933,299,285,230,278
"ENSG00000043514",448.99999,617.00001,1003,883,872,1229,1118,1147,1038,1076,965,936,968
"ENSG00000044090",429.99999,499.99999,1148,982,943,2588,1144,2310,2679,3182,3562,2546,2861
"ENSG00000044115",2123.99999,2319.00001,10648,10213,8714,10254,5841,9411,9854,10065,10198,7648,8668
"ENSG00000044446",162,153,577,579,537,870,546,792,786,612,571,535,550
"ENSG00000044459",400.99999,1140,402,374,325,278,180,263,273,538,502,459,535
"ENSG00000044524",176,281.99999,26,37,23,106,67,50,86,2566,3074,2697,1476
"ENSG00000044574",3181,3136,21253,19945,17310,18491,12029,15863,18163,15260,15480,12091,13063
"ENSG00000046604",423,349,3594,3286,2807,3305,2183,2846,3021,1586,1222,1254,1758
"ENSG00000046647",219,549,717,658,616,897,786,739,711,595,694,528,577
"ENSG00000046651",551,1483,720,494,510,762,457,680,729,627,649,547,667
"ENSG00000046653",1844,4544,5275,5648,4613,4042,3021,2871,3180,10302,11080,9552,9425
"ENSG00000046889",978,820,685,770,619,1073,446,762,827,599,583,533,539
"ENSG00000047056",1131.99999,699,387,349,334,655,312,596,565,550,666,473,483
"ENSG00000047188",597.00001,758,544,601,536,614,363,564,474,715,703,689,800
"ENSG00000047230",1279,1350,2560,2624,2372,3520,2704,3045,3147,2212,2085,2106,2088
"ENSG00000047249",565,696,920,924,765,1020,1063,913,958,1371,1373,1382,1235
"ENSG00000047315",1318.00001,1894,3477,3776,3074,4417,2879,3886,4105,4628,4026,3761,4226
"ENSG00000047346",442,561,99,140,132,115,59,75,84,273,236,257,250
"ENSG00000047410",2615,3210,3986,3421,3070,4726,2614,4517,4670,4435,4394,3306,3746
"ENSG00000047457",975,314,21,29,36,8,11,4,2,2,3,17,7
"ENSG00000047578",295.00001,312,444,412,357,641,294,598,668,728,824,513,650
"ENSG00000047579",385,453.99999,194,152,197,390,428,394,348,455,488,382,461
"ENSG00000047597",19,14,44,33,30,84,33,87,66,41,41,36,69
"ENSG00000047617",29,62,37,35,32,139,103,101,113,188,92,120,103
"ENSG00000047621",300.99999,305,285,281,273,489,364,331,349,369,353,411,316
"ENSG00000047634",218.99999,226.99999,60,53,44,179,95,147,143,643,566,611,538
"ENSG00000047644",314,288,436,264,297,365,262,346,318,343,326,198,296
"ENSG00000047648",42,142.99999,4,4,3,32,10,50,16,96,122,108,151
"ENSG00000047662",62,67,11,19,13,1,3,5,11,20,14,19,23
"ENSG00000047849",2019.00001,1690,6000,5623,4638,6408,3402,6032,6307,9604,10462,7277,8408
"ENSG00000047932",636.99999,778,547,529,507,857,510,788,661,1026,856,883,902
"ENSG00000048028",725.00001,1279,3091,3168,2830,1703,1056,1401,1412,1802,1712,1622,1649
"ENSG00000048052",3367.00001,3790.00001,427,452,341,255,120,204,225,2150,2074,2021,1724
"ENSG00000048140",325,242.00001,614,691,842,1457,1775,1657,1355,519,399,521,795
"ENSG00000048162",262,265,3021,2431,2062,1113,1533,1174,1163,720,583,545,692
"ENSG00000048342",1401,1070.00001,389,449,386,502,318,463,403,746,762,660,695
"ENSG00000048392",250,225,2973,3355,2520,800,349,629,637,638,578,608,545
"ENSG00000048405",341.99999,298.99999,51,56,40,67,52,63,52,115,90,104,173
"ENSG00000048471",408,323,178,91,148,275,172,188,245,327,475,249,302
"ENSG00000048540",162,94,24,26,19,341,309,262,279,1509,1640,1590,1461
"ENSG00000048544",458,541,1599,1589,1375,1518,1431,1372,1311,1484,1320,1426,1539
"ENSG00000048545",74,55,727,603,487,585,698,587,624,274,285,258,243
"ENSG00000048649",2088.99999,2688,1290,1156,982,1835,1047,1609,1696,2181,1986,1619,1790
"ENSG00000048707",863,1192,1334,1307,1164,984,415,813,795,1263,1349,1007,842
"ENSG00000048740",7176,2646.99999,607,544,552,1277,809,1233,1054,2897,3266,2474,2480
"ENSG00000048828",1194.99999,1221,832,758,596,417,384,442,417,539,448,471,571
"ENSG00000048991",3568.99999,3069,1280,1338,1127,1489,752,1318,1196,1536,1618,1345,1610
"ENSG00000049089",268.00001,486,80,60,66,610,482,637,695,631,1010,757,601
"ENSG00000049130",439,697,291,352,223,96,17,54,71,638,377,405,637
"ENSG00000049167",637.00001,853.99997,990,968,732,988,847,932,1029,1066,964,901,988
"ENSG00000049192",344.99999,785,40,25,19,261,152,169,166,279,315,288,260
"ENSG00000049239",469,496,282,242,241,478,270,370,368,729,825,580,832
"ENSG00000049245",613,585,921,816,744,1373,1036,1173,1112,1036,833,970,991
"ENSG00000049246",217,429,127,125,94,138,86,140,136,235,219,213,272
"ENSG00000049323",627,1135.99999,368,389,289,1047,634,861,838,921,770,670,766
"ENSG00000049449",2252,2465,1924,2757,2775,6298,5283,5347,5090,5188,3725,5340,7566
"ENSG00000049540",609.99999,230.99999,103,87,63,149,110,141,122,823,979,818,860
"ENSG00000049541",851,797.00001,2866,2248,1949,2783,3966,2575,2670,2563,2331,2447,2362
"ENSG00000049618",4292,4774,1027,775,759,1151,781,1119,1012,1082,1180,966,1126
"ENSG00000049656",646,602.00001,548,399,401,266,325,290,279,305,320,241,323
"ENSG00000049759",823,1073,1521,1222,1192,939,684,907,808,1237,1403,993,1072
"ENSG00000049769",234,177.99999,47,44,49,54,81,63,52,60,49,56,55
"ENSG00000049860",322.99999,301,1304,1447,1351,1566,1472,1175,1192,986,852,1124,1304
"ENSG00000049883",238.00001,345.00001,479,488,347,661,427,534,533,560,619,497,593
"ENSG00000050030",121,175,32,10,13,60,41,51,75,229,252,239,169
"ENSG00000050130",952,1163,1589,1759,1377,2981,2606,2059,2452,2000,1837,2399,2165
"ENSG00000050165",4474,4563,365,345,329,458,302,384,397,811,934,759,567
"ENSG00000050344",73,53,646,488,492,145,175,121,136,41,20,27,18
"ENSG00000050393",502,538,244,177,228,301,316,342,266,216,180,212,276
"ENSG00000050405",227.99999,194.99999,997,817,778,513,387,439,457,524,571,507,516
"ENSG00000050426",391.00002,491.00001,495,546,420,517,367,412,411,566,597,481,431
"ENSG00000050438",1097,1353.00001,406,384,339,632,327,538,508,1642,1705,1328,1363
"ENSG00000050555",52,41,196,162,184,15,0,28,24,23,17,10,10
"ENSG00000050628",51,95.00001,3,0,1,1,2,2,0,32,44,30,58
"ENSG00000050748",542.00001,960.00001,253,189,194,136,173,168,153,132,131,118,144
"ENSG00000050767",351.99999,512.99998,107,49,76,36,49,32,52,2,0,0,0
"ENSG00000050820",876,679,858,565,589,238,319,379,250,301,294,270,603
"ENSG00000051009",284,369,533,405,350,716,454,694,757,585,624,478,606
"ENSG00000051108",607.00001,556,641,653,551,980,705,731,777,1271,1422,1168,1227
"ENSG00000051128",535,605,213,125,145,297,437,356,282,223,272,244,252
"ENSG00000051180",302,446,1487,1330,1189,1779,2007,1779,1663,1158,947,944,1073
"ENSG00000051341",404,646,691,677,603,711,269,650,587,588,530,406,451
"ENSG00000051382",422,553,812,894,669,482,212,433,449,305,337,312,342
"ENSG00000051523",761,450,2273,2062,2189,1130,1884,1156,1136,418,368,399,384
"ENSG00000051596",265,219.99999,3514,2893,2701,4042,4214,3578,3825,3124,3013,2803,2814
"ENSG00000051620",840,918,251,217,258,408,723,353,300,337,388,477,510
"ENSG00000051825",987,1838.00001,1026,885,780,1735,883,1480,1632,1042,1080,980,1122
"ENSG00000052126",2591,1962,1403,1221,1143,2133,1172,1817,2043,2561,2269,1959,2277
"ENSG00000052723",481,515,1353,1475,1146,1851,1161,1442,1640,1519,1361,1359,1490
"ENSG00000052749",231.99999,254,2493,2113,1817,1287,741,1437,1571,1546,1580,1141,1433
"ENSG00000052795",409,555,123,76,84,111,62,68,61,366,442,351,346
"ENSG00000052802",805,1181,4081,4089,3156,4390,4208,2896,3605,3990,3528,4093,4070
"ENSG00000052841",1934.00001,2194.00001,2613,2477,2089,3466,2022,2929,3363,2475,2614,2237,2214
"ENSG00000053108",169,371,104,92,71,80,45,63,68,10,15,7,29
"ENSG00000053254",1129,954.99999,1638,1469,1252,1105,642,1142,982,484,546,417,558
"ENSG00000053371",972,1173,172,151,296,467,1075,671,314,515,337,532,1587
"ENSG00000053372",526,438,1898,1482,1493,1337,1829,1416,1430,1298,1170,1065,1223
"ENSG00000053501",245.00001,246.99999,229,180,156,293,332,241,276,317,370,277,265
"ENSG00000053524",72,68,97,95,103,107,34,91,73,70,73,71,79
"ENSG00000053702",36,159,26,24,25,29,20,21,9,49,44,39,24
"ENSG00000053747",18,27,21,20,13,10,2,4,0,17,11,13,21
"ENSG00000053770",517,633,1490,1484,1154,1616,1006,1306,1419,1255,1102,1228,1235
"ENSG00000053900",453,561.99999,924,949,821,1330,977,1141,1233,859,785,790,867
"ENSG00000054116",627,716.00001,1419,1205,1139,1346,1685,1250,1273,1409,1408,1307,1352
"ENSG00000054118",2098.99999,2613,6644,5931,5430,6881,4325,6548,7090,6380,6383,4507,5979
"ENSG00000054148",2374,3608,3567,2725,2680,3599,6680,3723,3720,5500,5496,5393,5429
"ENSG00000054267",4372.00001,4720,1021,933,900,1582,894,1520,1647,1327,1272,1128,1134
"ENSG00000054277",130,339,96,86,73,103,182,130,86,113,97,78,122
"ENSG00000054282",571,763,354,265,287,362,269,265,252,670,676,523,540
"ENSG00000054356",89,75,312,226,200,163,176,151,205,567,765,577,575
"ENSG00000054392",106,117,28,28,10,395,283,350,389,504,581,492,585
"ENSG00000054523",4032,3888,1742,1416,1243,2436,1640,2341,2057,2752,2934,2311,2309
"ENSG00000054598",13,64,1,2,0,70,32,48,52,2,6,4,3
