"","EP1-WT_ROs_D45","H9-CRX_ROs_D45","EP1-WT_hRO_2","H9-BRN3B_hRO_2","H9-CRX_hRO_2","EP1-BRN3B-RO","H9-BRN3B-RO"
"ENST00000246551",2,7,2,4,2,3,10
"ENST00000588831",22,24,16,10,9,41,29
"ENST00000246529",108,102,49,62,36,173,152
"ENST00000378887",132,142,74,82,81,200,259
"ENST00000324444",2,3,0,1,1,2,6
"ENST00000465425",6,4,1,2,6,4,6
"ENST00000378875",49,61,18,25,23,40,65
"ENST00000495116",7,2,6,2,4,12,9
"ENST00000461668",0,2,5,2,2,6,13
"ENST00000490483",2,8,8,4,5,6,15
"ENST00000490986",13,9,9,7,3,19,15
"ENST00000471323",33,25,27,20,20,51,58
"ENST00000486389",18,9,5,16,16,13,12
"ENST00000485128",1,2,2,3,2,4,7
"ENST00000252984",12,6,2,3,1,3,5
"ENST00000392183",4,3,1,1,1,7,3
"ENST00000470859",1,4,1,4,2,0,3
"ENST00000360535",655,731,604,730,593,734,884
"ENST00000593074",21,18,15,2,13,34,14
"ENST00000585466",9,4,3,3,7,6,2
"ENST00000586457",15,11,11,9,8,8,11
"ENST00000292894",117,154,116,184,151,128,174
"ENST00000522483",0,2,5,6,4,4,7
"ENST00000607730",15,5,9,4,6,17,8
"ENST00000680489",7,6,3,0,5,5,4
"ENST00000378860",16,3,5,3,0,10,2
"ENST00000680321",5,10,4,4,4,8,5
"ENST00000680359",5,9,0,0,1,5,4
"ENST00000680403",8,6,2,0,1,4,0
"ENST00000679682",6,11,0,0,1,5,4
"ENST00000401500",40,49,5,7,5,6,12
"ENST00000680564",14,11,5,1,1,6,5
"ENST00000680590",14,25,6,2,2,8,8
"ENST00000589953",12,14,3,1,2,16,11
"ENST00000679757",16,18,0,4,4,11,9
"ENST00000680806",3,7,1,0,4,6,2
"ENST00000679858",7,13,0,6,0,4,3
"ENST00000681625",6,15,1,3,0,6,3
"ENST00000608676",19,12,5,6,4,29,21
"ENST00000587391",26,23,1,10,8,24,8
"ENST00000270301",14,25,4,0,0,10,3
"ENST00000680349",5,8,4,1,0,3,5
"ENST00000680773",3,5,0,0,0,6,9
"ENST00000680211",11,9,1,6,3,0,0
"ENST00000680739",11,13,5,0,3,5,4
"ENST00000681648",6,0,2,4,1,7,3
"ENST00000680597",9,9,0,4,3,5,0
"ENST00000679598",4,8,1,1,2,5,4
"ENST00000585332",5,2,5,2,4,0,5
"ENST00000221859",584,680,321,393,311,663,679
"ENST00000589591",218,284,129,108,111,254,227
"ENST00000585842",25,19,12,5,5,15,7
"ENST00000592962",119,120,67,79,65,99,117
"ENST00000586789",278,259,105,132,109,248,156
"ENST00000586439",39,58,23,16,19,19,27
"ENST00000221855",912,741,326,429,357,857,661
"ENST00000481742",7,10,8,9,5,27,8
"ENST00000392178",5,11,7,12,16,5,5
"ENST00000651435",27,50,45,35,31,45,32
"ENST00000589996",7,4,4,4,7,7,3
"ENST00000591296",30,25,16,23,30,40,50
"ENST00000589624",8,7,3,4,3,3,2
"ENST00000585746",281,285,209,194,177,303,262
"ENST00000586868",34,54,55,36,27,47,21
"ENST00000585910",5,4,2,1,2,3,5
"ENST00000468156",31,51,35,31,27,43,39
"ENST00000628018",99,166,78,74,82,131,108
"ENST00000628306",151,242,140,119,97,185,109
"ENST00000246533",1123,1130,453,531,437,1131,777
"ENST00000587718",38,53,28,17,21,57,34
"ENST00000590874",2,4,1,2,0,5,2
"ENST00000588815",258,297,145,153,127,305,167
"ENST00000591041",15,5,9,5,5,16,14
"ENST00000588780",5,9,3,1,1,4,2
"ENST00000629983",86,134,86,91,47,92,86
"ENST00000590049",0,3,0,1,0,6,5
"ENST00000590211",4,14,9,9,0,4,13
"ENST00000589162",5,3,8,6,5,14,19
"ENST00000481297",0,2,1,0,3,6,8
"ENST00000304116",39,31,38,32,32,65,45
"ENST00000392173",10,3,6,5,8,12,3
"ENST00000355114",7,3,6,6,6,6,4
"ENST00000585994",8,1,2,3,1,3,3
"ENST00000456324",459,286,218,252,223,363,305
"ENST00000443387",586,386,304,360,314,471,311
"ENST00000587285",34,17,21,17,20,31,18
"ENST00000270001",274,207,198,220,201,357,371
"ENST00000589280",43,34,34,31,40,69,86
"ENST00000445543",30,36,36,37,29,39,44
"ENST00000392161",248,215,129,141,138,300,228
"ENST00000590993",39,34,21,28,25,72,49
"ENST00000587567",15,5,16,3,6,17,11
"ENST00000434377",19,27,13,15,17,37,39
"ENST00000424129",28,16,29,19,14,43,36
"ENST00000427002",25,22,21,15,21,44,43
"ENST00000392170",39,27,24,27,29,44,31
"ENST00000452939",64,36,24,37,37,54,49
"ENST00000493391",35,24,25,19,46,59,55
"ENST00000460937",16,2,10,13,14,15,14
"ENST00000494354",13,24,17,16,17,31,18
"ENST00000523638",373,331,263,295,291,351,296
"ENST00000592282",57,26,40,36,28,59,54
"ENST00000588993",28,11,5,7,6,22,25
"ENST00000593142",14,9,0,3,2,6,13
"ENST00000520608",29,9,10,18,22,4,7
"ENST00000591340",108,66,68,80,73,138,174
"ENST00000334116",85,55,77,83,75,158,161
"ENST00000586115",53,39,32,35,26,30,34
"ENST00000585983",0,4,1,0,2,5,4
"ENST00000585960",4,2,3,0,1,3,2
"ENST00000586458",405,215,247,233,198,513,480
"ENST00000587286",32,19,19,24,11,48,30
"ENST00000423582",10,8,4,6,7,11,8
"ENST00000460384",29,15,22,24,30,29,40
"ENST00000460670",44,34,21,34,33,61,58
"ENST00000292928",200,144,161,158,142,330,315
"ENST00000463910",11,3,6,2,4,15,6
"ENST00000439428",9,9,7,23,8,12,40
"ENST00000435416",14,11,26,9,11,24,27
"ENST00000590785",4,1,9,4,1,3,2
"ENST00000585467",3,3,0,1,1,6,4
"ENST00000588268",46,54,31,28,40,101,139
"ENST00000396893",15,7,8,12,9,23,21
"ENST00000360357",5,1,11,3,5,11,7
"ENST00000590487",0,1,3,0,2,8,3
"ENST00000591827",6,0,4,4,2,3,5
"ENST00000592496",10,4,5,5,12,8,7
"ENST00000590392",5,1,2,3,0,5,5
"ENST00000682579",86,65,42,42,47,95,83
"ENST00000536254",49,25,19,24,13,40,25
"ENST00000360729",30,29,25,22,13,44,34
"ENST00000585696",13,3,7,9,9,15,14
"ENST00000591308",1,2,0,2,4,16,7
"ENST00000589390",10,9,5,10,4,18,9
"ENST00000614887",63,39,30,18,19,52,60
"ENST00000591344",95,70,43,39,45,97,69
"ENST00000356725",128,85,71,108,79,127,143
"ENST00000615484",15,13,16,14,20,29,21
"ENST00000614179",10,11,3,2,3,21,11
"ENST00000613249",9,7,7,2,7,7,8
"ENST00000528994",10,10,6,6,9,21,17
"ENST00000586323",8,2,1,0,2,7,0
"ENST00000525288",3,4,0,2,2,4,0
"ENST00000527645",7,10,14,8,11,29,17
"ENST00000589046",22,10,9,15,12,24,14
"ENST00000706174",265,208,173,167,149,596,529
"ENST00000420450",77,40,26,33,36,64,39
"ENST00000586933",3,4,3,1,2,5,8
"ENST00000532141",12,15,8,14,16,34,16
"ENST00000432005",43,33,24,31,22,54,63
"ENST00000529555",10,18,10,8,9,11,11
"ENST00000331800",6,11,6,4,2,14,20
"ENST00000586646",20,9,6,15,10,18,14
"ENST00000529989",11,4,15,9,5,9,7
"ENST00000706165",4,4,4,3,1,12,12
"ENST00000520965",75,35,34,69,24,116,144
"ENST00000391711",69,20,50,53,16,126,153
"ENST00000520907",27,32,32,31,37,72,52
"ENST00000427117",6,5,7,7,7,8,24
"ENST00000444991",102,58,106,73,51,204,219
"ENST00000706166",6,0,6,10,1,14,17
"ENST00000587857",8,0,0,0,0,16,16
"ENST00000333987",23,5,7,16,6,16,26
"ENST00000706167",5,3,6,7,5,28,14
"ENST00000706168",38,13,38,52,36,74,80
"ENST00000455427",0,2,1,4,0,10,14
"ENST00000706169",0,0,6,4,0,0,9
"ENST00000415168",2,4,6,9,5,9,7
"ENST00000706170",1,2,5,8,2,6,8
"ENST00000433993",7,0,6,1,0,12,7
"ENST00000586353",17,2,11,4,3,24,10
"ENST00000706172",2,1,0,2,3,9,6
"ENST00000591887",5,2,2,0,1,12,11
"ENST00000589461",25,24,14,21,29,39,74
"ENST00000587082",6,4,8,10,10,13,13
"ENST00000337995",148,133,91,113,105,126,147
"ENST00000304239",16,7,6,14,7,7,14
"ENST00000586540",1,7,1,1,4,4,10
"ENST00000588873",12,2,3,4,7,13,11
"ENST00000585860",15,18,13,22,17,24,23
"ENST00000587817",17,23,10,10,9,60,68
"ENST00000292841",96,53,52,63,64,146,129
"ENST00000356958",36,46,28,42,61,109,103
"ENST00000392157",10,5,0,2,3,12,1
"ENST00000588354",90,86,31,51,58,139,115
"ENST00000532828",113,93,123,85,100,147,147
"ENST00000531805",5,9,10,3,5,6,17
"ENST00000586320",1,5,3,1,5,3,1
"ENST00000392156",3,6,0,0,4,2,5
"ENST00000526705",2,3,7,4,3,7,6
"ENST00000534363",21,11,8,6,3,22,20
"ENST00000585441",3,5,2,0,2,3,2
"ENST00000586068",17,9,10,9,10,19,22
"ENST00000586658",10,5,6,4,6,13,15
"ENST00000590503",3,2,0,1,1,6,3
"ENST00000684119",89,51,54,52,68,84,74
"ENST00000589413",12,31,17,17,12,30,22
"ENST00000352998",39,38,34,36,38,76,83
"ENST00000591471",56,32,37,37,48,117,110
"ENST00000587570",3,4,4,5,6,11,8
"ENST00000652615",22,22,21,23,22,52,45
"ENST00000589218",13,0,9,7,2,11,15
"ENST00000592362",8,3,2,2,4,3,13
"ENST00000544914",13,11,17,16,16,40,27
"ENST00000591485",30,35,29,20,16,55,36
"ENST00000589801",0,1,3,0,0,3,12
"ENST00000392153",51,41,26,37,42,111,120
"ENST00000590386",16,10,14,9,13,37,33
"ENST00000324411",39,24,48,28,37,89,153
"ENST00000591259",22,10,31,32,25,81,86
"ENST00000590582",19,21,3,5,12,29,28
"ENST00000541583",17,27,32,33,30,127,156
"ENST00000591134",2,6,6,4,6,29,35
"ENST00000590166",7,9,7,7,5,41,36
"ENST00000588820",0,2,6,3,1,11,12
"ENST00000589615",25,18,23,28,31,37,30
"ENST00000436120",69,53,53,34,38,93,108
"ENST00000483919",10,8,8,0,6,15,16
"ENST00000356178",57,31,60,33,30,84,97
"ENST00000587349",4,0,3,0,0,2,9
"ENST00000392149",34,26,24,21,24,38,49
"ENST00000316950",101,72,34,65,25,117,124
"ENST00000448051",29,19,18,16,10,35,37
"ENST00000589833",3,6,5,4,6,12,7
"ENST00000591710",5,1,0,3,0,11,8
"ENST00000587363",2,3,5,4,4,4,4
"ENST00000586475",3,3,5,4,1,2,5
"ENST00000588644",7,7,3,0,8,7,8
"ENST00000330173",163,163,133,137,139,231,216
"ENST00000627814",117,115,120,87,79,161,147
"ENST00000587143",9,5,2,0,1,4,6
"ENST00000586138",5,3,2,6,8,9,6
"ENST00000588578",14,18,20,15,15,35,30
"ENST00000587986",175,136,121,102,77,205,175
"ENST00000589319",13,21,12,6,4,16,17
"ENST00000445217",103,78,56,88,52,130,143
"ENST00000586187",3,0,3,3,5,12,14
"ENST00000592533",1,0,9,6,0,15,9
"ENST00000589117",2,3,5,8,10,28,26
"ENST00000587220",1,1,0,0,3,12,19
"ENST00000316433",20,15,28,24,27,77,78
"ENST00000343599",1,0,2,2,5,9,11
"ENST00000589285",7,15,8,18,11,14,40
"ENST00000590751",68,56,74,72,80,131,181
"ENST00000593133",37,22,23,26,35,52,60
"ENST00000451802",20,15,23,28,23,28,32
"ENST00000590390",1,0,2,2,6,8,11
"ENST00000684514",170,188,98,121,139,185,138
"ENST00000351218",201,150,101,108,134,138,128
"ENST00000514101",80,66,53,33,66,63,69
"ENST00000477900",17,14,10,13,10,14,18
"ENST00000587199",14,17,12,21,22,20,19
"ENST00000589676",4,2,8,6,4,5,11
"ENST00000586732",12,7,8,8,14,10,12
"ENST00000589789",7,13,4,9,10,13,8
"ENST00000585547",3,1,3,2,1,4,5
"ENST00000586606",3,1,1,4,3,2,4
"ENST00000355202",82,79,54,69,61,82,95
"ENST00000395835",16,9,7,11,5,16,9
"ENST00000586559",3,11,10,7,6,12,15
"ENST00000591664",3,2,1,0,1,9,2
"ENST00000590674",42,18,25,31,22,80,38
"ENST00000589632",22,19,14,29,20,51,50
"ENST00000586155",8,4,3,1,4,4,8
"ENST00000536220",34,20,13,19,9,26,12
"ENST00000392138",9,3,0,0,2,5,3
"ENST00000489148",0,1,2,3,1,0,8
"ENST00000585724",6,0,12,4,2,8,3
"ENST00000591516",2,2,6,3,0,5,8
"ENST00000494605",2,2,2,0,2,2,10
"ENST00000588443",1,0,4,0,5,11,4
"ENST00000447313",2,0,0,3,2,10,11
"ENST00000303868",2,2,1,2,4,5,13
"ENST00000222345",332,649,279,167,168,402,355
"ENST00000599644",28,51,24,11,19,36,24
"ENST00000476317",25,18,11,3,11,25,10
"ENST00000595384",10,11,10,12,5,14,11
"ENST00000601881",4,5,2,1,2,9,3
"ENST00000600919",5,2,3,1,0,4,2
"ENST00000596403",1,8,1,2,1,2,0
"ENST00000355526",17,23,4,13,9,35,27
"ENST00000420980",11,26,5,8,9,18,11
"ENST00000689228",17,24,11,18,6,36,30
"ENST00000614244",12,18,15,10,10,23,19
"ENST00000412732",23,12,3,5,6,15,18
"ENST00000686058",30,20,8,6,6,13,10
"ENST00000416611",29,16,6,7,6,24,9
"ENST00000414789",9,16,2,4,5,7,4
"ENST00000473716",11,6,5,3,6,9,10
"ENST00000456296",51,23,7,7,5,23,11
"ENST00000471976",5,3,0,3,1,3,4
"ENST00000494031",3,5,1,0,2,5,1
"ENST00000488378",7,5,0,1,1,4,5
"ENST00000438060",1,3,3,1,3,4,3
"ENST00000586624",6,5,2,1,3,2,4
"ENST00000590510",1,1,1,2,3,4,5
"ENST00000301244",765,944,479,660,490,647,774
"ENST00000587090",61,84,81,76,55,74,93
"ENST00000454580",74,98,73,71,59,66,73
"ENST00000592007",2,3,1,1,0,4,6
"ENST00000585357",36,62,47,35,28,46,50
"ENST00000587515",0,7,9,14,8,5,6
"ENST00000301242",19,28,50,41,70,15,13
"ENST00000347262",10,30,19,24,26,20,8
"ENST00000591585",7,4,4,4,5,5,5
"ENST00000339413",219,208,72,97,73,222,206
"ENST00000592694",121,162,76,75,70,146,152
"ENST00000337679",15,26,18,12,8,52,60
"ENST00000392124",87,88,43,47,31,98,102
"ENST00000586319",9,11,6,8,7,7,7
"ENST00000329420",4,6,0,2,2,1,3
"ENST00000589644",4,5,2,0,0,9,5
"ENST00000585563",2,4,1,1,3,4,1
"ENST00000263372",15,17,23,35,20,42,61
"ENST00000588137",5,1,1,2,1,8,8
"ENST00000410018",0,0,7,6,5,7,3
"ENST00000409235",5,5,5,5,7,7,9
"ENST00000471517",14,6,14,10,10,11,18
"ENST00000409410",13,8,22,21,18,31,30
"ENST00000477793",15,4,7,8,11,19,11
"ENST00000412458",8,3,4,11,6,10,13
"ENST00000488473",4,8,7,8,10,26,20
"ENST00000467739",22,6,13,25,25,34,34
"ENST00000470292",6,2,1,2,3,12,7
"ENST00000585424",2,3,8,4,3,3,7
"ENST00000492088",5,5,17,12,9,18,10
"ENST00000700293",23,32,20,20,12,24,26
"ENST00000700294",68,71,37,37,38,59,80
"ENST00000215071",910,766,341,515,441,827,930
"ENST00000700295",39,47,51,39,40,75,66
"ENST00000602911",783,740,300,502,430,810,834
"ENST00000591216",44,49,52,41,22,61,51
"ENST00000592561",7,5,4,1,3,9,7
"ENST00000592001",12,9,13,11,10,18,11
"ENST00000700296",6,4,4,4,4,9,6
"ENST00000700297",108,119,75,100,104,124,124
"ENST00000592035",6,5,4,3,4,13,3
"ENST00000334928",10,21,12,12,6,25,28
"ENST00000587676",1,8,3,0,0,0,6
"ENST00000587013",43,61,18,20,20,69,31
"ENST00000691638",55,68,14,22,24,75,43
"ENST00000586301",32,39,19,22,14,55,39
"ENST00000587947",0,2,0,0,1,6,6
"ENST00000338502",30,39,17,13,13,72,45
"ENST00000590962",8,9,7,5,2,16,12
"ENST00000252530",45,47,28,37,22,169,149
"ENST00000343358",6,4,7,5,9,19,9
"ENST00000588348",25,18,17,20,14,54,47
"ENST00000589408",6,5,3,2,3,3,4
"ENST00000586372",41,42,42,36,27,86,60
"ENST00000589027",8,9,7,9,9,20,8
"ENST00000615340",3,1,4,6,5,7,6
"ENST00000586305",4,0,2,3,2,1,3
"ENST00000615439",1,3,3,2,2,4,0
"ENST00000592322",3,1,0,3,3,3,3
"ENST00000617966",3,0,3,3,1,3,2
"ENST00000359596",50,39,20,29,19,46,28
"ENST00000355481",29,30,20,14,22,50,28
"ENST00000599547",18,19,12,12,13,27,17
"ENST00000594335",12,16,1,7,7,13,12
"ENST00000600337",6,3,0,0,5,3,5
"ENST00000688602",8,0,2,10,4,0,3
"ENST00000689936",5,2,0,1,2,4,7
"ENST00000593677",17,18,7,15,11,24,10
"ENST00000692547",3,5,4,2,3,0,3
"ENST00000593196",1,0,2,0,2,3,11
"ENST00000591517",1,7,12,12,8,51,76
"ENST00000396857",22,10,33,32,16,69,153
"ENST00000589130",4,5,2,5,5,19,12
"ENST00000591921",3,0,2,0,0,2,8
"ENST00000592225",1,2,2,6,7,10,14
"ENST00000614624",116,233,200,166,169,131,159
"ENST00000593149",87,147,99,111,89,103,95
"ENST00000586932",26,20,14,12,12,24,23
"ENST00000593062",11,13,10,6,5,17,14
"ENST00000588934",11,13,6,9,10,16,8
"ENST00000248342",1667,1585,777,1211,945,1427,1379
"ENST00000545173",23,31,11,10,18,29,27
"ENST00000586513",1,4,3,1,3,12,8
"ENST00000592558",82,115,57,58,53,56,46
"ENST00000588299",15,8,14,8,9,24,21
"ENST00000590134",50,32,20,25,18,45,48
"ENST00000588618",30,29,17,13,10,59,47
"ENST00000252699",414,451,290,296,297,1057,739
"ENST00000440400",338,366,256,275,331,849,636
"ENST00000424234",154,138,39,47,47,338,208
"ENST00000390009",11,18,7,6,7,31,24
"ENST00000589528",2,0,6,5,0,3,3
"ENST00000495553",3,5,2,2,11,17,15
"ENST00000697712",304,346,242,304,272,718,588
"ENST00000489451",12,16,16,2,3,26,32
"ENST00000497637",1,1,5,0,3,9,5
"ENST00000477174",5,6,4,7,4,17,7
"ENST00000594552",11,17,15,8,12,38,30
"ENST00000328867",7,13,4,6,9,27,20
"ENST00000597987",4,11,7,4,5,21,18
"ENST00000601953",0,4,4,2,0,8,8
"ENST00000597716",1,3,1,3,1,3,9
"ENST00000601685",5,3,3,1,2,15,13
"ENST00000597740",0,0,0,3,2,3,8
"ENST00000378626",1,13,3,1,1,1,0
"ENST00000314980",2,5,6,1,1,1,0
"ENST00000595291",0,3,4,1,2,3,4
"ENST00000307751",6,0,1,1,1,7,9
"ENST00000595278",10,13,16,13,13,34,27
"ENST00000601333",16,34,39,20,25,44,49
"ENST00000221418",563,645,443,552,521,773,688
"ENST00000594391",2,2,1,2,3,4,4
"ENST00000598707",3,1,4,0,1,0,6
"ENST00000601060",4,6,4,2,1,6,7
"ENST00000596118",4,8,10,3,5,2,4
"ENST00000221419",1440,1406,239,287,229,882,455
"ENST00000647557",282,374,123,148,157,402,222
"ENST00000595443",56,84,46,54,58,87,63
"ENST00000595804",33,54,20,34,38,72,23
"ENST00000601449",144,157,47,61,52,102,59
"ENST00000388749",69,92,41,55,45,98,92
"ENST00000595164",19,20,6,7,8,18,20
"ENST00000597731",120,134,100,85,97,184,176
"ENST00000600873",44,39,15,3,4,14,11
"ENST00000601047",93,51,12,11,10,95,65
"ENST00000600233",2,3,0,2,0,9,4
"ENST00000600741",3,3,1,1,2,14,0
"ENST00000591812",3,13,18,9,8,18,16
"ENST00000593424",4,7,2,4,3,10,2
"ENST00000358931",8,20,31,38,34,47,42
"ENST00000479290",31,47,28,44,37,85,65
"ENST00000462654",26,50,50,37,38,91,96
"ENST00000392081",112,123,102,170,160,246,259
"ENST00000249396",28,59,55,80,59,90,115
"ENST00000496069",0,11,0,1,0,6,11
"ENST00000414941",3,8,2,5,7,13,16
"ENST00000407552",2,0,9,2,6,9,13
"ENST00000481381",15,24,13,16,21,31,42
"ENST00000392079",8,7,9,10,5,13,21
"ENST00000572515",35,25,5,7,7,46,36
"ENST00000313582",33,41,17,23,16,50,62
"ENST00000509705",78,90,68,64,44,120,142
"ENST00000571838",15,11,6,5,11,35,26
"ENST00000594259",13,18,5,3,7,10,13
"ENST00000221431",129,117,39,53,26,60,37
"ENST00000594171",11,8,7,3,3,7,4
"ENST00000430193",5,3,0,1,1,6,4
"ENST00000598598",6,12,6,8,2,16,9
"ENST00000593754",9,4,5,6,3,16,8
"ENST00000599996",4,1,5,3,1,5,9
"ENST00000598734",7,3,6,7,8,10,17
"ENST00000308018",136,163,92,104,84,207,192
"ENST00000407800",54,71,23,36,28,84,96
"ENST00000402029",19,22,24,16,12,44,45
"ENST00000292852",239,239,286,334,229,440,391
"ENST00000599418",7,19,7,1,2,12,13
"ENST00000595329",13,13,13,18,11,27,15
"ENST00000596025",2,3,3,4,4,8,4
"ENST00000599598",18,11,4,3,5,8,14
"ENST00000601394",14,9,16,10,3,19,14
"ENST00000598394",0,2,2,2,4,3,6
"ENST00000292853",23,49,31,41,34,34,70
"ENST00000600828",2,5,3,3,0,4,6
"ENST00000599470",9,10,2,1,2,25,9
"ENST00000360442",144,169,51,48,52,150,95
"ENST00000321944",16,20,7,11,11,35,22
"ENST00000358301",77,70,23,41,33,53,54
"ENST00000597766",11,14,11,9,15,42,19
"ENST00000593690",27,32,12,5,7,37,26
"ENST00000599386",75,98,77,70,52,161,98
"ENST00000599657",1,4,3,1,2,3,3
"ENST00000339852",106,29,143,63,156,376,53
"ENST00000613087",0,0,3,1,3,7,5
"ENST00000333625",0,1,0,4,1,9,5
"ENST00000248668",46,47,59,91,74,120,156
"ENST00000598034",2,5,4,0,2,3,3
"ENST00000610417",434,518,257,268,201,620,552
"ENST00000598913",52,79,16,14,15,63,30
"ENST00000314471",82,121,57,58,49,176,157
"ENST00000601613",75,60,43,51,57,158,164
"ENST00000599712",0,5,0,2,2,5,3
"ENST00000594204",20,14,31,22,8,27,15
"ENST00000596368",1,6,1,3,3,0,2
"ENST00000595476",3,1,1,2,0,8,2
"ENST00000596271",6,32,7,17,11,14,16
"ENST00000221265",476,510,226,248,237,555,558
"ENST00000595564",13,29,10,5,17,17,23
"ENST00000416728",9,10,7,4,3,7,14
"ENST00000595797",2,6,3,3,1,7,8
"ENST00000599417",19,45,16,11,16,24,31
"ENST00000615911",164,148,81,90,67,274,267
"ENST00000315588",279,224,212,226,191,507,540
"ENST00000600973",17,11,6,9,7,27,19
"ENST00000594368",0,3,2,3,1,4,7
"ENST00000596297",2,6,4,4,7,10,10
"ENST00000597629",12,26,21,26,16,349,308
"ENST00000594442",12,31,23,20,8,316,314
"ENST00000594045",0,1,0,1,0,12,15
"ENST00000652583",0,4,1,0,0,23,18
"ENST00000425673",434,471,248,223,174,437,325
"ENST00000458508",35,46,22,9,3,20,10
"ENST00000409797",41,29,10,14,8,37,12
"ENST00000451354",28,26,12,2,4,30,13
"ENST00000205135",75,106,49,36,29,64,40
"ENST00000478523",9,4,6,1,4,9,6
"ENST00000474449",29,23,8,8,10,14,18
"ENST00000594161",4,7,0,5,4,7,4
"ENST00000251453",16205,14619,8841,13794,11744,12463,10734
"ENST00000599539",65,157,122,109,108,85,68
"ENST00000339471",75,168,174,156,153,135,124
"ENST00000601655",170,254,177,259,223,179,202
"ENST00000602153",11,21,14,16,12,16,8
"ENST00000601390",98,121,59,79,65,110,73
"ENST00000595386",3,2,1,3,2,4,1
"ENST00000594990",4,1,2,3,7,9,22
"ENST00000396843",5,0,1,0,2,9,1
"ENST00000599117",189,204,92,132,94,270,278
"ENST00000402194",54,73,29,26,28,82,64
"ENST00000601515",8,5,4,1,2,26,21
"ENST00000595368",23,33,16,11,10,80,54
"ENST00000432763",125,172,70,97,84,201,246
"ENST00000601978",0,0,3,0,1,17,8
"ENST00000359191",64,97,54,43,41,104,125
"ENST00000598725",98,133,53,74,59,145,131
"ENST00000598786",0,3,4,0,7,10,7
"ENST00000598520",8,15,14,8,9,21,17
"ENST00000599335",31,36,29,24,19,51,19
"ENST00000600818",23,47,28,24,36,48,46
"ENST00000544017",285,262,70,116,86,168,152
"ENST00000601358",48,53,21,16,12,20,31
"ENST00000607714",400,406,220,220,200,407,335
"ENST00000599794",16,27,8,11,9,5,8
"ENST00000598125",8,4,2,3,1,1,1
"ENST00000595286",7,0,10,3,3,5,6
"ENST00000596239",3,3,1,5,3,7,7
"ENST00000595961",13,23,4,9,4,13,9
"ENST00000601252",5,13,2,3,7,8,6
"ENST00000595527",78,75,50,52,57,82,72
"ENST00000600878",7,8,1,0,1,2,5
"ENST00000600437",72,39,7,22,18,4,10
"ENST00000356433",543,317,190,254,245,81,156
"ENST00000205143",197,171,98,115,145,52,62
"ENST00000335426",8,13,3,15,6,13,11
"ENST00000326282",122,130,99,87,92,234,230
"ENST00000390658",412,421,227,213,197,503,529
"ENST00000221804",0,0,2,5,4,4,3
"ENST00000593685",77,83,48,55,40,100,73
"ENST00000323039",120,106,60,42,53,97,63
"ENST00000348817",55,49,5,13,14,42,30
"ENST00000597639",3,2,4,2,1,1,2
"ENST00000430012",20,26,16,10,5,21,23
"ENST00000601972",7,3,3,3,2,2,2
"ENST00000595545",15,31,20,16,22,14,18
"ENST00000221801",2107,2091,1142,1753,1366,1596,1166
"ENST00000593503",17,31,17,14,9,18,23
"ENST00000594443",5,0,5,5,3,9,1
"ENST00000597224",4,2,4,3,2,2,2
"ENST00000601274",5,6,9,3,7,8,1
"ENST00000597634",6,2,0,5,0,1,1
"ENST00000599159",27,32,12,7,11,44,46
"ENST00000594309",0,7,0,1,1,9,6
"ENST00000616721",4,10,7,4,6,18,26
"ENST00000157812",539,524,179,292,218,511,511
"ENST00000593455",42,33,19,28,14,33,35
"ENST00000455878",64,78,35,38,44,77,73
"ENST00000601697",24,29,21,16,14,49,37
"ENST00000601194",0,3,6,2,2,13,9
"ENST00000597363",11,17,6,10,10,10,8
"ENST00000599504",10,5,4,5,0,5,8
"ENST00000651981",8,19,27,30,28,27,21
"ENST00000347077",89,92,73,80,92,141,126
"ENST00000600094",13,14,12,3,11,12,17
"ENST00000602253",11,4,14,6,10,7,4
"ENST00000434248",342,259,248,294,258,542,720
"ENST00000221355",7,6,10,9,4,22,22
"ENST00000598845",1,2,2,1,4,2,4
"ENST00000594811",26,18,12,13,11,37,32
"ENST00000593605",24,14,21,18,16,39,50
"ENST00000450241",256,217,231,293,250,413,490
"ENST00000414720",15,9,6,6,7,21,32
"ENST00000340963",7,9,9,5,5,5,14
"ENST00000455521",8,3,4,5,2,10,7
"ENST00000683561",12,5,6,9,9,17,9
"ENST00000595687",0,4,3,1,4,4,0
"ENST00000595773",0,1,1,7,1,2,7
"ENST00000599368",13,6,20,7,8,14,20
"ENST00000253055",118,159,72,85,57,170,178
"ENST00000593502",3,0,2,2,7,10,1
"ENST00000597986",13,15,12,1,6,16,15
"ENST00000601702",9,2,4,0,4,3,1
"ENST00000594569",13,9,13,10,8,28,30
"ENST00000311308",44,30,37,78,29,63,65
"ENST00000593586",20,14,18,24,24,46,37
"ENST00000392038",429,350,178,182,189,479,346
"ENST00000424901",175,175,119,123,105,219,204
"ENST00000483166",93,85,54,49,47,118,87
"ENST00000476266",11,18,13,8,12,25,26
"ENST00000391844",22,29,8,8,2,24,16
"ENST00000584288",6,6,2,4,0,6,4
"ENST00000579047",6,4,1,1,1,8,7
"ENST00000537834",17,8,11,6,1,9,9
"ENST00000491778",2,4,2,4,3,4,4
"ENST00000578975",36,17,13,29,12,48,43
"ENST00000487537",5,7,1,2,6,12,3
"ENST00000672879",4,6,1,0,0,8,4
"ENST00000486368",3,3,1,2,0,12,0
"ENST00000416362",6,10,6,6,8,23,7
